rdf-schema#label,birthDate,birthYear,deathDate,occupation_label,occupation,Occupation_g,Actor,Politician,Athlete,deathCause_label,deathCause,Cause_of_Death_cat,title
Sharron Angle,1949-07-26,1949-01-01T00:00:00+02:00,,{Education|Politician},{http://dbpedia.org/resource/Education|http://dbpedia.org/resource/Politician},['politician'],False,True,True,,,,
Sorcha Cusack,1949-04-09,1949-01-01T00:00:00+02:00,,{Actor|Sorcha_Cusack__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Sorcha_Cusack__1},['actor'],True,False,False,,,,
Stella Parton,1949-05-04,1949-01-01T00:00:00+02:00,,{Actor|Singing|Songwriter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Songwriter},"['actor', 'sing', 'songwriter']",True,False,False,,,,
Stephen Henderson (actor),1949-08-31,1949-01-01T00:00:00+02:00,,,,['actor'],True,False,False,,,,
Steve Smith (politician),1949-11-29,1949-01-01T00:00:00+02:00,2014-04-07,,,['politician'],False,True,True,,,,
Henry Cele,1949-01-30,1949-01-01T00:00:00+02:00,{2007-11-02|2009-11-02},{Actor|Henry_Cele__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Henry_Cele__1},['actor'],True,False,False,,,,
Kollam Thulasi,1949-05-29,1949-01-01T00:00:00+02:00,,{Actor|Kollam_Thulasi__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Kollam_Thulasi__1},['actor'],True,False,False,,,,
Krešimir Ćosić (politician),1949-10-23,1949-01-01T00:00:00+02:00,,,,['politician'],False,True,True,,,,
Kuldeep Manak,{1949-11-15|1951-11-15},1949-01-01T00:00:00+02:00,2011-11-30,{Actor|Musician|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Singing},"['actor', 'musician', 'sing']",True,False,False,,,,
Larry Kennedy,1949-11-08,1949-01-01T00:00:00+02:00,,{Politician|Family medicine},{http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Family_medicine},['politician'],False,True,True,,,,
Larry O'Brien (Canadian politician),1949-07-19,1949-01-01T00:00:00+02:00,,,,['politician'],False,True,True,,,,
Larry Young (politician),1949-11-25,1949-01-01T00:00:00+02:00,,,,['politician'],False,True,True,,,,
Maria van der Hoeven,1949-09-13,1949-01-01T00:00:00+02:00,,{Politician|Civil service|Teacher},{http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Civil_service|http://dbpedia.org/resource/Teacher},['politician'],False,True,True,,,,
Marilyn McIntyre,1949-01-01T00:00:00+02:00,1949-01-01T00:00:00+02:00,,{Actor|Marilyn_McIntyre__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Marilyn_McIntyre__1},['actor'],True,False,False,,,,
James E. Lockyer,1949-05-27,1949-01-01T00:00:00+02:00,,{Lawyer|Politician|Legal education},{http://dbpedia.org/resource/Lawyer|http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Legal_education},['politician'],False,True,True,,,,
Ed Doherty (politician),1949-05-22,1949-01-01T00:00:00+02:00,,,,['politician'],False,True,True,,,,
Edite Estrela,1949-10-28,1949-01-01T00:00:00+02:00,,Politician,http://dbpedia.org/resource/Politician,['politician'],False,True,True,,,,
Edward Butler (New Hampshire politician),1949-10-11,1949-01-01T00:00:00+02:00,,,,['politician'],False,True,True,,,,
Eimert van Middelkoop,1949-02-14,1949-01-01T00:00:00+02:00,,{Politician|Civil service|Teacher},{http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Civil_service|http://dbpedia.org/resource/Teacher},['politician'],False,True,True,,,,
Eli Cohen (politician),1949-05-29,1949-01-01T00:00:00+02:00,,,,['politician'],False,True,True,,,,
Joe Hardy (politician),1949-05-15,1949-01-01T00:00:00+02:00,,Physician,http://dbpedia.org/resource/Physician,['politician'],False,True,True,,,,
Joel Brooks,1949-12-17,1949-01-01T00:00:00+02:00,,{Actor|Joel_Brooks__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Joel_Brooks__1},['actor'],True,False,False,,,,
Joginder,1949-07-04,1949-01-01T00:00:00+02:00,2009-06-15,{Actor|Film director|Film producer|Joginder__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Film_producer|http://dbpedia.org/resource/Joginder__1},['actor'],True,False,False,,,,
John Amplas,1949-06-23,1949-01-01T00:00:00+02:00,,{Actor|John_Amplas__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/John_Amplas__1},['actor'],True,False,False,,,,
John Bartlett (Australian politician),1949-07-27,1949-01-01T00:00:00+02:00,2008-02-08,,,['politician'],False,True,True,,,,
John Berg (actor),1949-04-05,1949-01-01T00:00:00+02:00,2007-12-15,John_Berg_(actor)__1,http://dbpedia.org/resource/John_Berg_(actor)__1,['actor'],True,False,False,,,,
John Bowler (politician),1949-09-22,1949-01-01T00:00:00+02:00,,,,['politician'],False,True,True,,,,
John Forrest (Victorian politician),1949-08-24,1949-01-01T00:00:00+02:00,,,,['politician'],False,True,True,,,,
John Hargreaves (politician),1949-04-27,1949-01-01T00:00:00+02:00,,,,['politician'],False,True,True,,,,
John Hill (Australian politician),1949-12-03,1949-01-01T00:00:00+02:00,,,,['politician'],False,True,True,,,,
John Lyons (British politician),1949-07-11,1949-01-01T00:00:00+02:00,,,,['politician'],False,True,True,,,,
John Mahoney (Ohio politician),1949-09-09,1949-01-01T00:00:00+02:00,2011-04-05,,,['politician'],False,True,True,,,,
John McArdle,1949-08-16,1949-01-01T00:00:00+02:00,,{Actor|John_McArdle__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/John_McArdle__1},['actor'],True,False,False,,,,
K. C. Joseph (Kuttanadu politician),1949-07-16,1949-01-01T00:00:00+02:00,,,,['politician'],False,True,True,,,,
Barbara Nielsen,1949-09-20,1949-01-01T00:00:00+02:00,,{Actor|Barbara_Nielsen__1|Barbara_Nielsen__2},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Barbara_Nielsen__1|http://dbpedia.org/resource/Barbara_Nielsen__2},['actor'],True,False,False,,,,
Barry Collier (politician),1949-12-05,1949-01-01T00:00:00+02:00,,,,['politician'],False,True,True,,,,
Ann Reinking,1949-11-10,1949-01-01T00:00:00+02:00,,{Actor|Choreography|Ann_Reinking__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Choreography|http://dbpedia.org/resource/Ann_Reinking__1},['actor'],True,False,False,,,,
Anne Schedeen,1949-01-08,1949-01-01T00:00:00+02:00,,{Actor|Anne_Schedeen__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Anne_Schedeen__1},['actor'],True,False,False,,,,
Anson Williams,1949-09-25,1949-01-01T00:00:00+02:00,,{Television director|Actor|Anson_Williams__1},{http://dbpedia.org/resource/Television_director|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Anson_Williams__1},['actor'],True,False,False,,,,
Anthony Denison,1949-09-20,1949-01-01T00:00:00+02:00,,{Actor|Anthony_Denison__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Anthony_Denison__1},['actor'],True,False,False,,,,
Antonio Sanchez (politician),1949-01-01T00:00:00+02:00,1949-01-01T00:00:00+02:00,,,,['politician'],False,True,True,,,,
Anura Bandaranaike,1949-02-15,1949-01-01T00:00:00+02:00,2008-03-16,Politician,http://dbpedia.org/resource/Politician,['politician'],False,True,True,,,,
Armin Shimerman,1949-11-05,1949-01-01T00:00:00+02:00,,{Actor|Voice acting|Armin_Shimerman__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Voice_acting|http://dbpedia.org/resource/Armin_Shimerman__1},['actor'],True,False,False,,,,
Olga Bisera,1949-05-26,1949-01-01T00:00:00+02:00,,{Actor|Olga_Bisera__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Olga_Bisera__1},['actor'],True,False,False,,,,
Paola Senatore,1949-11-09,1949-01-01T00:00:00+02:00,,,,"['senator', 'politician']",False,True,True,,,,
Pat Fleming (politician),1949-03-10,1949-01-01T00:00:00+02:00,,,,['politician'],False,True,True,,,,
Pat McNamara (politician),1949-08-11,1949-01-01T00:00:00+02:00,,,,['politician'],False,True,True,,,,
Raj Kiran (Bollywood actor),1949-02-05,1949-01-01T00:00:00+02:00,,Raj_Kiran_(Bollywood_actor)__1,http://dbpedia.org/resource/Raj_Kiran_(Bollywood_actor)__1,['actor'],True,False,False,,,,
Rajendra Agrawal,1949-10-02,1949-01-01T00:00:00+02:00,,{Politician|Rajendra_Agrawal__1},{http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Rajendra_Agrawal__1},['politician'],False,True,True,,,,
Rajesh (actor),1949-12-20,1949-01-01T00:00:00+02:00,,Rajesh_(actor)__1,http://dbpedia.org/resource/Rajesh_(actor)__1,['actor'],True,False,False,,,,
Ralph Fonseca,1949-01-01T00:00:00+02:00,1949-01-01T00:00:00+02:00,,{Politician|Civil service},{http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Civil_service},['politician'],False,True,True,,,,
Reid Smith,1949-05-08,1949-01-01T00:00:00+02:00,,{Actor|Businessperson|The Chisholms|Reid_Smith__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Businessperson|http://dbpedia.org/resource/The_Chisholms|http://dbpedia.org/resource/Reid_Smith__1},['actor'],True,False,False,,,,
Peter Phillips (Jamaican politician),1949-12-28,1949-01-01T00:00:00+02:00,,,,['politician'],False,True,True,,,,
Phil Braidwood,1949-07-11,1949-01-01T00:00:00+02:00,,{Politician|Phil_Braidwood__1},{http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Phil_Braidwood__1},['politician'],False,True,True,,,,
Philip Michael Thomas,1949-05-26,1949-01-01T00:00:00+02:00,,{Actor|Musician|Philip_Michael_Thomas__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Philip_Michael_Thomas__1},"['actor', 'musician']",True,False,False,,,,
Phyllis Hyman,1949-07-06,1949-01-01T00:00:00+02:00,1995-06-30,{Actor|Singer-songwriter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singer-songwriter},"['actor', 'sing', 'songwriter']",True,False,False,,,,
Pia Grønning,1949-11-02,1949-01-01T00:00:00+02:00,,{Actor|Pia_Gr%C3%B8nning__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Pia_Gr%C3%B8nning__1},['actor'],True,False,False,,,,
Priscilla Taylor (politician),1949-12-31,1949-01-01T00:00:00+02:00,,,,['politician'],False,True,True,,,,
Alain Hutchinson,1949-12-10,1949-01-01T00:00:00+02:00,,{Politician|Alain_Hutchinson__1},{http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Alain_Hutchinson__1},['politician'],False,True,True,,,,
Alan Paul,1949-11-23,1949-01-01T00:00:00+02:00,,Actor,http://dbpedia.org/resource/Actor,['actor'],True,False,False,,,,
Alasdair McDonnell,1949-09-01,1949-01-01T00:00:00+02:00,,Politician,http://dbpedia.org/resource/Politician,['politician'],False,True,True,,,,
Albert Girard (politician),1949-08-18,1949-01-01T00:00:00+02:00,,,,['politician'],False,True,True,,,,
Aleksandr Sokolov (politician),1949-01-01T00:00:00+02:00,1949-01-01T00:00:00+02:00,,,,['politician'],False,True,True,,,,
Alex Fergusson (politician),1949-04-08,1949-01-01T00:00:00+02:00,,,,['politician'],False,True,True,,,,
Richard Elfman,1949-03-06,1949-01-01T00:00:00+02:00,,{Author|Actor|Film director|Screenwriter|Publishing|Film producer|Richard_Elfman__1|Richard_Elfman__2|Richard_Elfman__3|Richard_Elfman__4|Richard_Elfman__5|Richard_Elfman__6},{http://dbpedia.org/resource/Author|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Screenwriter|http://dbpedia.org/resource/Publishing|http://dbpedia.org/resource/Film_producer|http://dbpedia.org/resource/Richard_Elfman__1|http://dbpedia.org/resource/Richard_Elfman__2|http://dbpedia.org/resource/Richard_Elfman__3|http://dbpedia.org/resource/Richard_Elfman__4|http://dbpedia.org/resource/Richard_Elfman__5|http://dbpedia.org/resource/Richard_Elfman__6},['actor'],True,False,False,,,,
Richard Newman (actor),1949-10-14,1949-01-01T00:00:00+02:00,,Richard_Newman_(actor)__1,http://dbpedia.org/resource/Richard_Newman_(actor)__1,['actor'],True,False,False,,,,
Rick Stream,1949-02-23,1949-01-01T00:00:00+02:00,,{Politician|Project manager},{http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Project_manager},['politician'],False,True,True,,,,
Rob Couhig,1949-04-20,1949-01-01T00:00:00+02:00,,{Lawyer|Business|Politician|Rob_Couhig__1},{http://dbpedia.org/resource/Lawyer|http://dbpedia.org/resource/Business|http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Rob_Couhig__1},['politician'],False,True,True,,,,
Rob Edwards (actor),1949-05-24,1949-01-01T00:00:00+02:00,,,,['actor'],True,False,False,,,,
Robert Axelrod (actor),1949-05-29,1949-01-01T00:00:00+02:00,,Robert_Axelrod_(actor)__1,http://dbpedia.org/resource/Robert_Axelrod_(actor)__1,['actor'],True,False,False,,,,
Robert Lindsay (actor),1949-12-13,1949-01-01T00:00:00+02:00,,Robert_Lindsay_(actor)__1,http://dbpedia.org/resource/Robert_Lindsay_(actor)__1,['actor'],True,False,False,,,,
Robert Wood (Australian politician),1949-11-13,1949-01-01T00:00:00+02:00,,,,['politician'],False,True,True,,,,
Robin Thomas,1949-02-12,1949-01-01T00:00:00+02:00,,{Actor|Robin_Thomas__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Robin_Thomas__1},['actor'],True,False,False,,,,
Stiv Bators,1949-10-22,1949-01-01T00:00:00+02:00,{1990-06-03|1990-06-04},{Actor|Musician|Composer},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Composer},"['actor', 'musician']",True,False,False,,,,
Sue Holderness,1949-05-28,1949-01-01T00:00:00+02:00,,{Actor|Sue_Holderness__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Sue_Holderness__1},['actor'],True,False,False,,,,
Susan Phillips (politician),1949-06-18,1949-01-01T00:00:00+02:00,,,,['politician'],False,True,True,,,,
Sydney Anderson (British politician),{1949-01-01T00:00:00+02:00|1949-04-23},1949-01-01T00:00:00+02:00,,,,['politician'],False,True,True,,,,
Takashi Suzuki (government official),1949-01-01T00:00:00+02:00,1949-01-01T00:00:00+02:00,,,,['politician'],False,True,True,,,,
Takashi Yamamoto (politician),1949-01-01T00:00:00+02:00,1949-01-01T00:00:00+02:00,2007-01-01T00:00:00+02:00,,,['politician'],False,True,True,,,,
Tan Chai Ho,1949-02-07,1949-01-01T00:00:00+02:00,,{Politician|Deputy minister (Canada)},{http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Deputy_minister_(Canada)},['politician'],False,True,True,,,,
Ted White (politician),1949-04-18,1949-01-01T00:00:00+02:00,,,,['politician'],False,True,True,,,,
Evelyn Guerrero,1949-02-24,1949-01-01T00:00:00+02:00,,{Actor|Evelyn_Guerrero__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Evelyn_Guerrero__1},['actor'],True,False,False,,,,
Daniel Lavoie,1949-03-17,1949-01-01T00:00:00+02:00,,{Actor|Musician|Record producer|Singer-songwriter|Radio personality|Composer|Poet},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Record_producer|http://dbpedia.org/resource/Singer-songwriter|http://dbpedia.org/resource/Radio_personality|http://dbpedia.org/resource/Composer|http://dbpedia.org/resource/Poet},"['actor', 'musician', 'sing', 'songwriter']",True,False,False,,,,
Daniel Webster (Florida politician),1949-04-27,1949-01-01T00:00:00+02:00,,,,['politician'],False,True,True,,,,
Danny Gilmore (politician),1949-12-02,1949-01-01T00:00:00+02:00,,,,['politician'],False,True,True,,,,
Danny Williams (politician),1949-08-04,1949-01-01T00:00:00+02:00,,,,['politician'],False,True,True,,,,
Dave Schulz (politician),1949-09-24,1949-01-01T00:00:00+02:00,2007-10-07,,,['politician'],False,True,True,,,,
Dave Thomas (actor),1949-05-20,1949-01-01T00:00:00+02:00,,Dave_Thomas_(actor)__1,http://dbpedia.org/resource/Dave_Thomas_(actor)__1,['actor'],True,False,False,,,,
Dave Thompson (Scottish politician),1949-09-20,1949-01-01T00:00:00+02:00,,,,['politician'],False,True,True,,,,
David Boswell (Kentucky politician),1949-11-20,1949-01-01T00:00:00+02:00,,{Marketing|Sales},{http://dbpedia.org/resource/Marketing|http://dbpedia.org/resource/Sales},['politician'],False,True,True,,,,
David Jones (Guernsey politician),1949-01-01T00:00:00+02:00,1949-01-01T00:00:00+02:00,,,,['politician'],False,True,True,,,,
David Koch (Australian politician),1949-10-24,1949-01-01T00:00:00+02:00,,,,['politician'],False,True,True,,,,
David Lee (politician),1949-10-15,1949-01-01T00:00:00+02:00,,,,['politician'],False,True,True,,,,
David Sloan (politician),1949-07-03,1949-01-01T00:00:00+02:00,,,,['politician'],False,True,True,,,,
David Wilson (actor),1949-02-26,1949-01-01T00:00:00+02:00,,,,['actor'],True,False,False,,,,
Dean Wells (politician),1949-01-13,1949-01-01T00:00:00+02:00,,,,['politician'],False,True,True,,,,
Debbie Watson (actor),1949-01-17,1949-01-01T00:00:00+02:00,,{Actor|Debbie_Watson_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Debbie_Watson_(actor)__1},['actor'],True,False,False,,,,
George Harris (actor),1949-10-20,1949-01-01T00:00:00+02:00,,George_Harris_(actor)__1,http://dbpedia.org/resource/George_Harris_(actor)__1,['actor'],True,False,False,,,,
Gerrit Graham,1949-11-27,1949-01-01T00:00:00+02:00,,{Actor|Songwriter|Gerrit_Graham__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Songwriter|http://dbpedia.org/resource/Gerrit_Graham__1},"['actor', 'songwriter']",True,False,False,,,,
Gilbert Bukenya,{1949-01-01T00:00:00+02:00|1949-05-08},1949-01-01T00:00:00+02:00,,{Physician|Academician|Politician|Gilbert_Bukenya__1|Gilbert_Bukenya__2},{http://dbpedia.org/resource/Physician|http://dbpedia.org/resource/Academician|http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Gilbert_Bukenya__1|http://dbpedia.org/resource/Gilbert_Bukenya__2},['politician'],False,True,True,,,,
Gloria Gaynor,1949-09-07,1949-01-01T00:00:00+02:00,,{Actor|Singer-songwriter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singer-songwriter},"['actor', 'sing', 'songwriter']",True,False,False,,,,
Gloria Hendry,1949-03-03,1949-01-01T00:00:00+02:00,,{Actor|Gloria_Hendry__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Gloria_Hendry__1},['actor'],True,False,False,,,,
Mohammad Al-Ali,1949-07-17,1949-01-01T00:00:00+02:00,2002-01-03,{Actor|Mohammad_Al-Ali__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Mohammad_Al-Ali__1},['actor'],True,False,False,,,,
Morio Kazama,1949-04-26,1949-01-01T00:00:00+02:00,,{Actor|Morio_Kazama__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Morio_Kazama__1},['actor'],True,False,False,,,,
Nadia Cassini,1949-01-02,1949-01-01T00:00:00+02:00,,{Dance|Actor|Singing|Nadia_Cassini__1},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Nadia_Cassini__1},"['actor', 'sing']",True,False,False,,,,
Nancy Morgan,{1949-01-01T00:00:00+02:00|1949-04-01},1949-01-01T00:00:00+02:00,,{Actor|Nancy_Morgan__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Nancy_Morgan__1},['actor'],True,False,False,,,,
Nancy Sullivan (politician),1949-03-27,1949-01-01T00:00:00+02:00,,,,['politician'],False,True,True,,,,
Belita Moreno,1949-11-01,1949-01-01T00:00:00+02:00,,{Actor|Belita_Moreno__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Belita_Moreno__1},['actor'],True,False,False,,,,
Ben Guillory,1949-11-07,1949-01-01T00:00:00+02:00,,{Actor|Ben_Guillory__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ben_Guillory__1},['actor'],True,False,False,,,,
Benny Young,1949-08-14,1949-01-01T00:00:00+02:00,,{Actor|Benny_Young__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Benny_Young__1},['actor'],True,False,False,,,,
Bernard Bloch (actor),1949-01-01T00:00:00+02:00,1949-01-01T00:00:00+02:00,,,,['actor'],True,False,False,,,,
Bete Mendes,1949-05-11,1949-01-01T00:00:00+02:00,,{Actor|Politician|Bete_Mendes__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Bete_Mendes__1},"['actor', 'politician']",True,True,True,,,,Congresswoman for the State of São Paulo
