rdf-schema#label,birthDate,birthYear,occupation_label,occupation,Occupation_g,Actor,Politician,deathDate,title
Shane Harper,1993-02-14,1993-01-01T00:00:00+02:00,{Dance|Actor|Singer-songwriter},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singer-songwriter},"['actor', 'sing', 'songwriter']",True,False,,
Shivshakti Sachdev,1993-05-21,1993-01-01T00:00:00+02:00,{Actor|Shivshakti_Sachdev__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Shivshakti_Sachdev__1},['actor'],True,False,,
Skye Townsend,1993-09-01,1993-01-01T00:00:00+02:00,{Actor|Skye_Townsend__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Skye_Townsend__1},['actor'],True,False,,
Sonal Vengurlekar,{1993-06-12|1993-12-06},1993-01-01T00:00:00+02:00,{Actor|Model (profession)|Sonal_Vengurlekar__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Sonal_Vengurlekar__1},['actor'],True,False,,
Sota Fukushi,{1993-05-30|1993-12-30},1993-01-01T00:00:00+02:00,{Actor|Sota_Fukushi__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Sota_Fukushi__1},['actor'],True,False,,
Stefan William,1993-08-11,1993-01-01T00:00:00+02:00,{Actor|Stefan_William__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Stefan_William__1},['actor'],True,False,,
Kylie Padilla,1993-01-25,1993-01-01T00:00:00+02:00,{Actor|Kylie_Padilla__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Kylie_Padilla__1},['actor'],True,False,,
Lee Hyun-woo,1993-03-23,1993-01-01T00:00:00+02:00,{Actor|Lee_Hyun-woo__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Lee_Hyun-woo__1},['actor'],True,False,,
Margaret Ortega,1993-11-26,1993-01-01T00:00:00+02:00,{Actor|Model (profession)|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,,
Marlann Flores,1993-02-11,1993-01-01T00:00:00+02:00,{Actor|Marlann_Flores__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Marlann_Flores__1},['actor'],True,False,,
Marline Yan,1993-01-09,1993-01-01T00:00:00+02:00,{Actor|Singing|Marline_Yan__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Marline_Yan__1},"['actor', 'sing']",True,False,,
James Gandhi,1993-09-08,1993-01-01T00:00:00+02:00,{Actor|James_Gandhi__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/James_Gandhi__1},['actor'],True,False,,
James Ma,1993-07-03,1993-01-01T00:00:00+02:00,{Actor|Model (profession)|James_Ma__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/James_Ma__1},['actor'],True,False,,
Jasmine Villegas,1993-12-07,1993-01-01T00:00:00+02:00,{Actor|Model (profession)|Musician|Singer-songwriter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Singer-songwriter},"['actor', 'musician', 'sing', 'songwriter']",True,False,,
Dylan McLaughlin,1993-12-02,1993-01-01T00:00:00+02:00,{Actor|Dylan_McLaughlin__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Dylan_McLaughlin__1},['actor'],True,False,,
Juancho Trivino,1993-04-13,1993-01-01T00:00:00+02:00,{Actor|Model (profession)|Juancho_Trivino__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Juancho_Trivino__1},['actor'],True,False,,
Jung Eun-ji,1993-08-18,1993-01-01T00:00:00+02:00,{Dance|Actor|Model (profession)|Singing|Spokesperson},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Spokesperson},"['actor', 'sing']",True,False,,
K'Sun Ray,1993-01-01T00:00:00+02:00,1993-01-01T00:00:00+02:00,{Actor|K'Sun_Ray__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/K'Sun_Ray__1},['actor'],True,False,,
Ashley Margolis,1993-10-31,1993-01-01T00:00:00+02:00,{Actor|Ashley_Margolis__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ashley_Margolis__1},['actor'],True,False,,
Austin Sheridan,1993-01-09,1993-01-01T00:00:00+02:00,Politician,http://dbpedia.org/resource/Politician,['politician'],False,True,,
Ayyan (model),1993-07-30,1993-01-01T00:00:00+02:00,{Actor|Model (profession)|Ayyan_(model)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Ayyan_(model)__1},['actor'],True,False,,
Bae Noo-ri,1993-02-04,1993-01-01T00:00:00+02:00,{Actor|Bae_Noo-ri__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Bae_Noo-ri__1},['actor'],True,False,,
Angus Harrison,1993-01-01T00:00:00+02:00,{1992-01-01T00:00:00+02:00|1993-01-01T00:00:00+02:00},{Actor|Angus_Harrison__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Angus_Harrison__1},['actor'],True,False,,
Oliver Davis,1993-05-24,1993-01-01T00:00:00+02:00,{Child actor|Oliver_Davis__1},{http://dbpedia.org/resource/Child_actor|http://dbpedia.org/resource/Oliver_Davis__1},['actor'],True,False,,
Park Ji-yeon,1993-06-07,1993-01-01T00:00:00+02:00,{Dance|Korean pop idol|Actor|Model (profession)|Singing|Master of ceremonies},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Korean_pop_idol|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Master_of_ceremonies},"['actor', 'sing']",True,False,,
Rachel Thevenard,1993-06-11,1993-01-01T00:00:00+02:00,{Actor|Rachel_Thevenard__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Rachel_Thevenard__1},['actor'],True,False,,
Rachel Trachtenburg,1993-12-10,1993-01-01T00:00:00+02:00,{Actor|Drummer|Model (profession)|Singing|Radio personality},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Drummer|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Radio_personality},"['actor', 'sing']",True,False,,
Rena Nōnen,1993-07-13,1993-01-01T00:00:00+02:00,{Actor|Model (profession)|Rena_N%C5%8Dnen__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Rena_N%C5%8Dnen__1},['actor'],True,False,,
Philip Wiegratz,1993-02-17,1993-01-01T00:00:00+02:00,{Actor|Philip_Wiegratz__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Philip_Wiegratz__1},['actor'],True,False,,
Piero Vergara,1993-06-25,1993-01-01T00:00:00+02:00,{Actor|Singer-songwriter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singer-songwriter},"['actor', 'sing', 'songwriter']",True,False,,
Alex Esmail,1993-07-18,1993-01-01T00:00:00+02:00,{Actor|Alex_Esmail__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Alex_Esmail__1},['actor'],True,False,,
Rina Koike,1993-09-03,1993-01-01T00:00:00+02:00,{Actor|Rina_Koike__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Rina_Koike__1},['actor'],True,False,,
Suzuka Ohgo,1993-08-05,1993-01-01T00:00:00+02:00,{Actor|Suzuka_Ohgo__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Suzuka_Ohgo__1},['actor'],True,False,,
Tapasvi Mehta,1993-01-17,1993-01-01T00:00:00+02:00,{Actor|Tapasvi_Mehta__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Tapasvi_Mehta__1},['actor'],True,False,,
Tara Lynne Barr,1993-10-02,1993-01-01T00:00:00+02:00,{Actor|Tara_Lynne_Barr__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Tara_Lynne_Barr__1},['actor'],True,False,,
Tasuku Nagase,1993-01-22,1993-01-01T00:00:00+02:00,{Actor|Tasuku_Nagase__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Tasuku_Nagase__1},['actor'],True,False,,
Taylor Spreitler,1993-10-23,1993-01-01T00:00:00+02:00,{Actor|Model (profession)|Taylor_Spreitler__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Taylor_Spreitler__1},['actor'],True,False,,
Deblina Chatterjee,1993-03-13,1993-01-01T00:00:00+02:00,{Actor|Deblina_Chatterjee__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Deblina_Chatterjee__1},['actor'],True,False,,
George Sampson,1993-06-29,1993-01-01T00:00:00+02:00,{Dance|Actor|Singing|Television presenter|Street dance|George_Sampson__1},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Television_presenter|http://dbpedia.org/resource/Street_dance|http://dbpedia.org/resource/George_Sampson__1},"['actor', 'sing']",True,False,,
Gita Gutawa,1993-08-11,1993-01-01T00:00:00+02:00,{Actor|Singing|Songwriter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Songwriter},"['actor', 'sing', 'songwriter']",True,False,,
Molly Quinn,1993-10-08,1993-01-01T00:00:00+02:00,{Actor|Molly_Quinn__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Molly_Quinn__1},['actor'],True,False,,
Morgan York,1993-01-18,1993-01-01T00:00:00+02:00,{Actor|Morgan_York__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Morgan_York__1},['actor'],True,False,,
Nadine Lustre,1993-10-31,1993-01-01T00:00:00+02:00,Actor,http://dbpedia.org/resource/Actor,['actor'],True,False,,
Ben Platt (actor),1993-01-01T00:00:00+02:00,1993-01-01T00:00:00+02:00,Ben_Platt_(actor)__1,http://dbpedia.org/resource/Ben_Platt_(actor)__1,['actor'],True,False,,
Bobby Lockwood,1993-05-25,1993-01-01T00:00:00+02:00,{Actor|Bobby_Lockwood__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Bobby_Lockwood__1},['actor'],True,False,,
Bret Loehr,1993-07-09,1993-01-01T00:00:00+02:00,{Actor|Bret_Loehr__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Bret_Loehr__1},['actor'],True,False,,
Vera Ivanko,1993-09-02,1993-01-01T00:00:00+02:00,{Actor|Vera_Ivanko__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Vera_Ivanko__1},['actor'],True,False,2013-11-25,
Jhoana Marie Tan,1993-10-09,1993-01-01T00:00:00+02:00,{Actor|Politician|Jhoana_Marie_Tan__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Jhoana_Marie_Tan__1},"['actor', 'politician']",True,True,,
Alina Eremia,1993-12-15,1993-01-01T00:00:00+02:00,{Television|Actor},{http://dbpedia.org/resource/Television|http://dbpedia.org/resource/Actor},['actor'],True,False,,
Aliocha Schneider,1993-09-21,1993-01-01T00:00:00+02:00,{Actor|Musician|Aliocha_Schneider__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Aliocha_Schneider__1},"['actor', 'musician']",True,False,,
Amber Savva,1993-01-01T00:00:00+02:00,1993-01-01T00:00:00+02:00,{Actor|Amber_Savva__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Amber_Savva__1},['actor'],True,False,,
Amyra Dastur,1993-05-07,1993-01-01T00:00:00+02:00,{Actor|Model (profession)|Amyra_Dastur__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Amyra_Dastur__1},['actor'],True,False,,
Lee Min-ho (actor born 1993),1993-06-28,1993-01-01T00:00:00+02:00,{Actor|Lee_Min-ho_(actor_born_1993)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Lee_Min-ho_(actor_born_1993)__1},['actor'],True,False,,
Lee Taemin,1993-07-18,1993-01-01T00:00:00+02:00,{Dance|Actor|Singing|Promotional model},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Promotional_model},"['actor', 'sing']",True,False,,
Leila Mimmack,1993-01-01T00:00:00+02:00,1993-01-01T00:00:00+02:00,{Actor|Leila_Mimmack__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Leila_Mimmack__1},['actor'],True,False,,
Lily Jane Stead,{1993-01-01T00:00:00+02:00|1993-08-15},1993-01-01T00:00:00+02:00,{Character actor|Lily_Jane_Stead__1},{http://dbpedia.org/resource/Character_actor|http://dbpedia.org/resource/Lily_Jane_Stead__1},['actor'],True,False,,
Lime (Korean singer),1993-01-19,1993-01-01T00:00:00+02:00,{Dance|Rapping|Actor|Singing},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Rapping|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,,
Linn Oeymo,1993-10-12,1993-01-01T00:00:00+02:00,{Actor|Model (profession)|Student|Linn_Oeymo__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Student|http://dbpedia.org/resource/Linn_Oeymo__1},['actor'],True,False,,
Faye Daveney,1993-02-24,1993-01-01T00:00:00+02:00,{Actor|Faye_Daveney__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Faye_Daveney__1},['actor'],True,False,,
Masaki Suda,1993-02-21,1993-01-01T00:00:00+02:00,{Actor|Masaki_Suda__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Masaki_Suda__1},['actor'],True,False,,
Meg Imperial,1993-01-20,1993-01-01T00:00:00+02:00,{Actor|Meg_Imperial__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Meg_Imperial__1},['actor'],True,False,,
Megan Zheng,1993-10-08,1993-01-01T00:00:00+02:00,Actor,http://dbpedia.org/resource/Actor,['actor'],True,False,,
Nikki Shah,1993-10-15,1993-01-01T00:00:00+02:00,{Actor|Singing|Nikki_Shah__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Nikki_Shah__1},"['actor', 'sing']",True,False,,
Holly Kenny,{1993-01-23|1995-01-23},{1993-01-01T00:00:00+02:00|1995-01-01T00:00:00+02:00},{Actor|Holly_Kenny__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Holly_Kenny__1},['actor'],True,False,,
IU (singer),1993-05-16,1993-01-01T00:00:00+02:00,{Actor|Model (profession)|Singing|Songwriter|Composer|Master of ceremonies},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Songwriter|http://dbpedia.org/resource/Composer|http://dbpedia.org/resource/Master_of_ceremonies},"['actor', 'sing', 'songwriter']",True,False,,
Charlie Trairat,1993-01-19,1993-01-01T00:00:00+02:00,{Actor|Charlie_Trairat__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Charlie_Trairat__1},['actor'],True,False,,
Chase Ellison,1993-09-22,1993-01-01T00:00:00+02:00,{Actor|Chase_Ellison__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Chase_Ellison__1},['actor'],True,False,,
Saaya Irie,{1993-11-13|1993-11-15},1993-01-01T00:00:00+02:00,{Actor|Singing|Voice acting in Japan|Junior idol|Saaya_Irie__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Voice_acting_in_Japan|http://dbpedia.org/resource/Junior_idol|http://dbpedia.org/resource/Saaya_Irie__1},"['actor', 'sing']",True,False,,
Sam Aston,{1993-05-10|1993-07-07},1993-01-01T00:00:00+02:00,{Actor|Sam_Aston__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Sam_Aston__1},['actor'],True,False,,
Sam Jackson (actor),{1993-01-01T00:00:00+02:00|1993-09-23},1993-01-01T00:00:00+02:00,Sam_Jackson_(actor)__1,http://dbpedia.org/resource/Sam_Jackson_(actor)__1,['actor'],True,False,,
Sayaka Kitahara,1993-11-29,1993-01-01T00:00:00+02:00,{Actor|Singing|Voice acting in Japan},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Voice_acting_in_Japan},"['actor', 'sing']",True,False,,
Scott Chisholm (actor),1993-09-20,1993-01-01T00:00:00+02:00,{Actor|Scott_Chisholm_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Scott_Chisholm_(actor)__1},['actor'],True,False,,
Sean Keenan (actor),1993-01-18,1993-01-01T00:00:00+02:00,Sean_Keenan_(actor)__1,http://dbpedia.org/resource/Sean_Keenan_(actor)__1,['actor'],True,False,,
AJ Perez,1993-02-17,1993-01-01T00:00:00+02:00,{Actor|Athletics (sport)|Model (profession)|AJ_Perez__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Athletics_(sport)|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/AJ_Perez__1},['actor'],True,False,2011-04-17,
Abby Rakic-Platt,1993-05-03,1993-01-01T00:00:00+02:00,{Actor|Abby_Rakic-Platt__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Abby_Rakic-Platt__1},['actor'],True,False,,
Cameron Monaghan,1993-08-16,1993-01-01T00:00:00+02:00,{Child model|Actor|Cameron_Monaghan__1},{http://dbpedia.org/resource/Child_model|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Cameron_Monaghan__1},['actor'],True,False,,
Will Poulter,1993-01-28,1993-01-01T00:00:00+02:00,{Actor|Will_Poulter__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Will_Poulter__1},['actor'],True,False,,
Cody Klop,1993-07-05,1993-01-01T00:00:00+02:00,{Actor|Cody_Klop__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Cody_Klop__1},['actor'],True,False,,
Cut Meyriska,1993-05-26,1993-01-01T00:00:00+02:00,{Actor|Cut_Meyriska__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Cut_Meyriska__1},['actor'],True,False,,
Daniel Flaherty,1993-06-11,1993-01-01T00:00:00+02:00,{Actor|Daniel_Flaherty__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Daniel_Flaherty__1},['actor'],True,False,,
Ken Chan,1993-01-17,1993-01-01T00:00:00+02:00,Actor,http://dbpedia.org/resource/Actor,['actor'],True,False,,
Kim Dasom,1993-05-06,1993-01-01T00:00:00+02:00,{Dance|Actor|Singing},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,,
Ingrid dela Paz,1994-04-10,1994-01-01T00:00:00+02:00,{Actor|Ingrid_dela_Paz__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ingrid_dela_Paz__1},['actor'],True,False,,
Isabelle Drummond,1994-04-12,1994-01-01T00:00:00+02:00,{Actor|Isabelle_Drummond__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Isabelle_Drummond__1},['actor'],True,False,,
Ivana Baquero,1994-06-11,1994-01-01T00:00:00+02:00,{Actor|Ivana_Baquero__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ivana_Baquero__1},['actor'],True,False,,
JB (South Korean musician),1994-01-06,1994-01-01T00:00:00+02:00,{Dance|Actor|Singing},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,,
Jack Rovello,1994-01-01T00:00:00+02:00,1994-01-01T00:00:00+02:00,{Actor|Jack_Rovello__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Jack_Rovello__1},['actor'],True,False,,
Jacqueline Emerson,1994-08-21,1994-01-01T00:00:00+02:00,{Actor|Musician|Singer-songwriter|Jacqueline_Emerson__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Singer-songwriter|http://dbpedia.org/resource/Jacqueline_Emerson__1},"['actor', 'musician', 'sing', 'songwriter']",True,False,,
Ellen Marlow,1994-02-22,1994-01-01T00:00:00+02:00,{Child actor|Ellen_Marlow__1},{http://dbpedia.org/resource/Child_actor|http://dbpedia.org/resource/Ellen_Marlow__1},['actor'],True,False,,
Elliott Cho,1994-09-25,1994-01-01T00:00:00+02:00,{Actor|Elliott_Cho__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Elliott_Cho__1},['actor'],True,False,,
Emma Lockhart,1994-12-15,1994-01-01T00:00:00+02:00,{Actor|Emma_Lockhart__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Emma_Lockhart__1},['actor'],True,False,,
Emmanuelle Vera,1994-11-17,1994-01-01T00:00:00+02:00,{Actor|Singing|Emmanuelle_Vera__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Emmanuelle_Vera__1},"['actor', 'sing']",True,False,,
Erin Moriarty (actress),1994-06-24,1994-01-01T00:00:00+02:00,{Actor|Erin_Moriarty_(actress)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Erin_Moriarty_(actress)__1},['actor'],True,False,,
Lucy Boynton,1994-01-17,1994-01-01T00:00:00+02:00,{Actor|Lucy_Boynton__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Lucy_Boynton__1},['actor'],True,False,,
