rdf-schema#label,birthDate,birthYear,Occupation_g,Actor,Politician,Athlete,Business_person,Cause_of_Death_cat,deathDate,occupation_label,occupation,title,deathCause_label,deathCause,salary
Taoufik Jebali,1944-01-01T00:00:00+02:00,1944-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,{Actor|Taoufik_Jebali__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Taoufik_Jebali__1},,,,
Taro Ishida,1944-03-16,1944-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,2013-09-21,{Actor|Voice acting|Taro_Ishida__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Voice_acting|http://dbpedia.org/resource/Taro_Ishida__1},,Myocardial infarction,http://dbpedia.org/resource/Myocardial_infarction,
Ted Vactor,1944-05-27,1944-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,,,,,,
Terry Alexander (footballer),1944-06-08,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Terry Anderson (footballer),1944-03-11,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1980-01-24,,,,,,
Terry Ball (ice hockey),1944-11-29,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Terry Cooper (footballer born 1944),1944-07-12,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Terry Griffiths (politician),1944-06-22,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,2009-06-18,,,,,,
Danny DeVito,1944-11-17,1944-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,{Actor|Film director|Comedian|Film producer|Danny_DeVito__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Comedian|http://dbpedia.org/resource/Film_producer|http://dbpedia.org/resource/Danny_DeVito__1},,,,
Danny DeVito filmography,1944-11-17,1944-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,{Actor|Film director|Comedian|Film producer|Danny_DeVito_filmography__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Comedian|http://dbpedia.org/resource/Film_producer|http://dbpedia.org/resource/Danny_DeVito_filmography__1},,,,
Danny Walsh (footballer),1944-05-21,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Dario (footballer),1944-04-05,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Dave Arnold (American football),1944-09-17,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Dave Holt (athlete),1944-05-18,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Dave Long (American football),1944-09-06,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Dave Wilson (footballer born 1944),1944-10-04,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
David Abrahams (businessman),1944-11-13,1944-01-01T00:00:00+02:00,['business person'],False,False,False,True,Unknown,,,,,,,
David Chu (Hong Kong politician),1944-03-05,,['politician'],False,True,False,False,Unknown,,,,,,,
David Craig (Northern Irish footballer),1944-06-08,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
David Frederickson,1944-03-02,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,Politician,http://dbpedia.org/resource/Politician,,,,
David Lochary,1944-08-21,1944-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1977-07-29,{Film crew|Actor|David_Lochary__1|David_Lochary__2},{http://dbpedia.org/resource/Film_crew|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/David_Lochary__1|http://dbpedia.org/resource/David_Lochary__2},,,,
David Newman (politician),1944-08-18,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,{Lawyer|David_Newman_(politician)__1},{http://dbpedia.org/resource/Lawyer|http://dbpedia.org/resource/David_Newman_(politician)__1},,,,
David Nicholson (British politician),1944-08-17,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,,,,,,
David Norris (politician),1944-07-01,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,,,,,,
David Ogden (politician),1944-01-01T00:00:00+02:00,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,,,,,,
David Payne (politician),1944-01-12,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,,,,,,
David Powell (footballer),1944-10-15,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
David Ray (American football),1944-09-19,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
David Trimble,1944-10-15,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,Politician,http://dbpedia.org/resource/Politician,,,,
David Turner (politician),1944-01-01T00:00:00+02:00,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,,,,,,
David Wood (actor),1944-02-21,1944-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,,,,,,
Deepak Parekh,{1944-01-01T00:00:00+02:00|1944-10-18},1944-01-01T00:00:00+02:00,"['sing', 'business person']",False,False,False,True,Unknown,,{Housing Development Finance Corporation|Deepak_Parekh__1},{http://dbpedia.org/resource/Housing_Development_Finance_Corporation|http://dbpedia.org/resource/Deepak_Parekh__1},Padma Bhushan Chartered Accountant,,,
George Armstrong (footballer),1944-08-09,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,2000-11-01,,,,,,
George Carter (basketball),1944-01-10,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
George Graham (footballer),1944-11-30,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
George Keith (footballer),1944-05-26,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
George Scott (footballer born 1944),1944-10-25,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Gerald Long,1944-07-09,1944-01-01T00:00:00+02:00,['business person'],False,False,False,True,Unknown,,{Education|Businessperson},{http://dbpedia.org/resource/Education|http://dbpedia.org/resource/Businessperson},,,,
Glen Cummings (politician),1944-04-12,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,,,,,,
Glenn Shorrock,1944-06-30,1944-01-01T00:00:00+02:00,"['actor', 'sing', 'songwriter']",True,False,False,False,Unknown,,{Actor|Singing|Songwriter|Radio personality|Television presenter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Songwriter|http://dbpedia.org/resource/Radio_personality|http://dbpedia.org/resource/Television_presenter},,,,
Miyuki Ueda,1944-06-02,1944-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,{Actor|Miyuki_Ueda__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Miyuki_Ueda__1},,,,
Mullappally Ramachandran,1944-11-07,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,{Politician|Mullappally_Ramachandran__1},{http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Mullappally_Ramachandran__1},,,,
Myfanwy Talog,1944-03-31,1944-01-01T00:00:00+02:00,['actor'],True,False,False,False,Cancer,1995-03-11,{Actor|Teacher|Myfanwy_Talog__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Teacher|http://dbpedia.org/resource/Myfanwy_Talog__1},,Breast cancer,http://dbpedia.org/resource/Breast_cancer,
Myrzakan Subanov,1944-10-15,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,{Kyrgyzstan|Shanghai Cooperation Organisation|Defence minister},{http://dbpedia.org/resource/Kyrgyzstan|http://dbpedia.org/resource/Shanghai_Cooperation_Organisation|http://dbpedia.org/resource/Defence_minister},,,,
Ben Hawkins (American football),1944-03-22,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Benk Korthals,1944-10-05,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,{Lawyer|Politician},{http://dbpedia.org/resource/Lawyer|http://dbpedia.org/resource/Politician},,,,
Bernard Allen (Irish politician),1944-09-09,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,,,,,,
Bernard Tapie,1944-01-26,1944-01-01T00:00:00+02:00,"['politician', 'business person']",False,True,False,True,Unknown,,{Politician|Businessperson|Bernard_Tapie__1},{http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Businessperson|http://dbpedia.org/resource/Bernard_Tapie__1},,,,
Bernie Finkelstein,1944-08-12,1944-01-01T00:00:00+02:00,['business person'],False,False,False,True,Unknown,,{Talent manager|Music executive},{http://dbpedia.org/resource/Talent_manager|http://dbpedia.org/resource/Music_executive},,,,
Betty Flores,1944-12-28,1944-01-01T00:00:00+02:00,['business person'],False,False,False,True,Unknown,,Business,http://dbpedia.org/resource/Business,,,,
Betty Williams (politician),1944-07-31,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,,,,,,
Bibhu Bhattacharya,1944-09-17,1944-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,2011-09-22,{Actor|Bibhu_Bhattacharya__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Bibhu_Bhattacharya__1},,,,
Bill Atkinson (footballer),1944-12-21,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,2013-06-24,,,,,,
Bill Baker (Canadian football),1944-04-23,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Bill Brown (American politician),1944-08-21,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,,,,,,
Bill Clark,1944-05-20,1944-01-01T00:00:00+02:00,['business person'],False,False,False,True,Unknown,,{Executive producer|New York City Police Department|Bill_Clark__1},{http://dbpedia.org/resource/Executive_producer|http://dbpedia.org/resource/New_York_City_Police_Department|http://dbpedia.org/resource/Bill_Clark__1},,,,
Bill Cody (American football),1944-08-02,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Bill Hawks,1944-11-22,1944-01-01T00:00:00+02:00,['business person'],False,False,False,True,Unknown,,{Business|Farmer},{http://dbpedia.org/resource/Business|http://dbpedia.org/resource/Farmer},,,,
Bill Hewitt (basketball),1944-08-08,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Bill Keating (American football),1944-11-22,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Bill Ryan (footballer),1944-11-26,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Bill Sutton (politician),1944-01-01T00:00:00+02:00,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,,,,,,
Bill Turner (basketball),1944-02-18,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Billy Masters (American football),1944-03-15,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Billy Vera,1944-05-28,1944-01-01T00:00:00+02:00,"['actor', 'sing', 'songwriter']",True,False,False,False,Unknown,,{Actor|Music history|Singing|Songwriter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Music_history|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Songwriter},,,,
Birgit Keil,1944-09-22,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,{Ballet dancer|Birgit_Keil__1},{http://dbpedia.org/resource/Ballet_dancer|http://dbpedia.org/resource/Birgit_Keil__1},,,,
Bob Benmosche,1944-05-29,1944-01-01T00:00:00+02:00,['business person'],False,False,False,True,Unknown,,{Chief executive officer|Bob_Benmosche__1},{http://dbpedia.org/resource/Chief_executive_officer|http://dbpedia.org/resource/Bob_Benmosche__1},President & CEO of AIG,,,1.39E7
Bob Day (athlete),1944-10-31,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,2012-03-15,,,,,,
Bob Flick,1944-10-27,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,Legislator,http://dbpedia.org/resource/Legislator,,,,
Bob Holt (athlete),1944-05-18,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Bob Lynch (footballer),1944-04-15,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Bob Marshall-Andrews,1944-04-10,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,Politician,http://dbpedia.org/resource/Politician,,,,
Bob Marshall (Virginia politician),1944-05-03,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,,,,,,
Bob Montgomery (baseball),1944-04-16,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Bob Morton (Australian footballer),1944-03-09,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1995-03-21,,,,,,
Bob O'Connor (mayor),1944-12-09,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,2006-09-01,,,,,,
Bob Strachan (footballer born 1944),1944-06-08,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Bob Taylor (baseball),1944-03-20,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Bob Ulrich,1944-01-01T00:00:00+02:00,1944-01-01T00:00:00+02:00,['business person'],False,False,False,True,Unknown,,{Target Corporation|Chief executive officer|Chairman|Bob_Ulrich__1|Bob_Ulrich__2|Bob_Ulrich__3},{http://dbpedia.org/resource/Target_Corporation|http://dbpedia.org/resource/Chief_executive_officer|http://dbpedia.org/resource/Chairman|http://dbpedia.org/resource/Bob_Ulrich__1|http://dbpedia.org/resource/Bob_Ulrich__2|http://dbpedia.org/resource/Bob_Ulrich__3},,,,8060000.0
Bob Wade (basketball),1944-12-09,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Bobbie Kilberg,1944-10-25,1944-01-01T00:00:00+02:00,"['politician', 'business person']",False,True,False,True,Unknown,,{Business administration|Chief executive officer|Politician},{http://dbpedia.org/resource/Business_administration|http://dbpedia.org/resource/Chief_executive_officer|http://dbpedia.org/resource/Politician},,,,
Bobby Ball,1944-01-28,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Bobby Graham (footballer),1944-11-22,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Bobby Smith (footballer born 1944),1944-03-14,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Brian Downey (actor),1944-10-31,1944-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,Brian_Downey_(actor)__1,http://dbpedia.org/resource/Brian_Downey_(actor)__1,,,,
Brian Etheridge (footballer),1944-03-04,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Brian O'Neil (footballer born 1944),1944-01-04,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Brian O'Shea (politician),1944-12-09,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,,,,,,
Brian Protheroe,1944-06-16,1944-01-01T00:00:00+02:00,"['actor', 'musician', 'sing']",True,False,False,False,Unknown,,{Actor|Musician|Singing|Brian_Protheroe__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Brian_Protheroe__1},,,,
Brian Sherratt (footballer),1944-03-29,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Bruce Adler,1944-11-27,1944-01-01T00:00:00+02:00,['actor'],True,False,False,False,Cancer,2008-07-25,{Actor|Bruce_Adler__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Bruce_Adler__1},,Liver cancer,http://dbpedia.org/resource/Liver_cancer,
Bruce Anderson (American football),1944-01-18,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Bruce Bennett (Canadian football),1944-01-01T00:00:00+02:00,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Bruce L. Woodbury,1944-12-15,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,{Politician|Attorney at law},{http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Attorney_at_law},,,,
Bruce Nelson (businessman),1944-01-01T00:00:00+02:00,{1944-01-01T00:00:00+02:00|1945-01-01T00:00:00+02:00},['business person'],False,False,False,True,Unknown,,{Chief executive officer|Bruce_Nelson_(businessman)__1},{http://dbpedia.org/resource/Chief_executive_officer|http://dbpedia.org/resource/Bruce_Nelson_(businessman)__1},,,,
Bryan Davies (actor),1944-07-04,1944-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,,,,,,
Bud Grace,1944-01-01T00:00:00+02:00,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Vernon Smith (Indiana politician),1944-04-11,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,Education,http://dbpedia.org/resource/Education,,,,
Veronica Carlson,1944-09-18,1944-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,{Actor|Model (profession)|Painting|Veronica_Carlson__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Painting|http://dbpedia.org/resource/Veronica_Carlson__1},,,,
Vijayan (actor),1944-05-17,1944-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,2007-09-22,{Actor|Film director|Screenwriter|Vijayan_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Screenwriter|http://dbpedia.org/resource/Vijayan_(actor)__1},,,,
Vivien Heilbron,1944-05-13,1944-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,{Actor|Vivien_Heilbron__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Vivien_Heilbron__1},,,,
Walter Arnheim,1944-10-10,1944-01-01T00:00:00+02:00,['business person'],False,False,False,True,Unknown,,{Executive director|Treasurer|Walter_Arnheim__1},{http://dbpedia.org/resource/Executive_director|http://dbpedia.org/resource/Treasurer|http://dbpedia.org/resource/Walter_Arnheim__1},,,,
Wang Tuoh,1944-01-09,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,Politician,http://dbpedia.org/resource/Politician,,,,
Jean Janssens (footballer),1944-09-28,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Jennifer Salt,1944-09-04,1944-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,{Actor|Jennifer_Salt__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Jennifer_Salt__1},,,,
Jeremy Child,1944-09-20,1944-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,{Actor|Jeremy_Child__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Jeremy_Child__1},,,,
Jerry Reynolds (basketball coach),1944-01-01T00:00:00+02:00,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Jerry Springer,{1944-02-13|1944-08-13},1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,{List of talk show hosts|Politician|News presenter},{http://dbpedia.org/resource/List_of_talk_show_hosts|http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/News_presenter},,,,
