rdf-schema#label,birthDate,birthYear,deathDate,occupation_label,occupation,Occupation_g,Actor,Politician,title
Winston Ntshona,1941-10-06,1941-01-01T00:00:00+02:00,,{Actor|Playwright|Winston_Ntshona__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Playwright|http://dbpedia.org/resource/Winston_Ntshona__1},['actor'],True,False,
Zalman King,{1941-05-23|1942-05-23},{1941-01-01T00:00:00+02:00|1942-01-01T00:00:00+02:00},2012-02-03,{Actor|Writer|Zalman_King__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Writer|http://dbpedia.org/resource/Zalman_King__1},['actor'],True,False,
Zoltán Bíró,1941-04-21,1941-01-01T00:00:00+02:00,,Politician,http://dbpedia.org/resource/Politician,['politician'],False,True,
Gene Galusha,1941-08-20,1941-01-01T00:00:00+02:00,2008-08-06,{Actor|Gene_Galusha__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Gene_Galusha__1},['actor'],True,False,
Geoffrey Beevers,1941-01-01T00:00:00+02:00,1941-01-01T00:00:00+02:00,,{Actor|Geoffrey_Beevers__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Geoffrey_Beevers__1},['actor'],True,False,
Patricia Garwood,1941-01-28,1941-01-01T00:00:00+02:00,,{Actor|Patricia_Garwood__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Patricia_Garwood__1},['actor'],True,False,
Patrick Tull,1941-07-28,1941-01-01T00:00:00+02:00,2006-09-23,{Actor|Patrick_Tull__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Patrick_Tull__1},['actor'],True,False,
Paul Hecht,{1941-08-14|1941-08-16},1941-01-01T00:00:00+02:00,,{Actor|Paul_Hecht__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Paul_Hecht__1},['actor'],True,False,
Paula Shaw,1941-07-17,1941-01-01T00:00:00+02:00,,Actor,http://dbpedia.org/resource/Actor,['actor'],True,False,
Peter Michael Goetz,1941-12-10,1941-01-01T00:00:00+02:00,,{Actor|Peter_Michael_Goetz__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Peter_Michael_Goetz__1},['actor'],True,False,
Donald Duck Dunn,1941-11-24,1941-01-01T00:00:00+02:00,2012-05-13,{Actor|Record producer|Songwriter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Record_producer|http://dbpedia.org/resource/Songwriter},"['actor', 'songwriter']",True,False,
Dorel Vișan,1941-05-26,1941-01-01T00:00:00+02:00,,{Actor|Dorel_Vi%C8%99an__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Dorel_Vi%C8%99an__1},['actor'],True,False,
Rod Perry (actor),1941-07-30,1941-01-01T00:00:00+02:00,,{Actor|Rod_Perry_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Rod_Perry_(actor)__1},['actor'],True,False,
Romy Diaz,1941-11-14,1941-01-01T00:00:00+02:00,2005-05-10,{Actor|Romy_Diaz__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Romy_Diaz__1},['actor'],True,False,
Ron Thompson (actor),1941-01-31,1941-01-01T00:00:00+02:00,,{Actor|Ron_Thompson_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ron_Thompson_(actor)__1},['actor'],True,False,
Rosa Maria Sardà,1941-07-30,1941-01-01T00:00:00+02:00,,{Actor|Rosa_Maria_Sard%C3%A0__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Rosa_Maria_Sard%C3%A0__1},['actor'],True,False,
Rosa Morena,1941-07-11,1941-01-01T00:00:00+02:00,,{Dance|Actor|Model (profession)|Singing},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,
Rosemary Nicols,1941-10-28,1941-01-01T00:00:00+02:00,,{Author|Actor|Rosemary_Nicols__1},{http://dbpedia.org/resource/Author|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Rosemary_Nicols__1},['actor'],True,False,
Michael Alldredge,1941-04-13,1941-01-01T00:00:00+02:00,1997-12-19,{Actor|Michael_Alldredge__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Michael_Alldredge__1},['actor'],True,False,
Michael Giannatos,1941-07-11,1941-01-01T00:00:00+02:00,2013-09-17,{Actor|Michael_Giannatos__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Michael_Giannatos__1},['actor'],True,False,
Michael Lerner (actor),1941-06-22,1941-01-01T00:00:00+02:00,,{Actor|Michael_Lerner_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Michael_Lerner_(actor)__1},['actor'],True,False,
Michele Gammino,1941-06-16,1941-01-01T00:00:00+02:00,,{Actor|Television presenter|Michele_Gammino__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Television_presenter|http://dbpedia.org/resource/Michele_Gammino__1},['actor'],True,False,
Mickey Jones,1941-06-10,1941-01-01T00:00:00+02:00,,{Actor|Musician|Mickey_Jones__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Mickey_Jones__1},"['actor', 'musician']",True,False,
Milos Milos,1941-07-01,1941-01-01T00:00:00+02:00,1966-01-30,{Actor|Bodyguard|Stunt double|Milos_Milos__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Bodyguard|http://dbpedia.org/resource/Stunt_double|http://dbpedia.org/resource/Milos_Milos__1},['actor'],True,False,
Tommy Kirk,1941-12-10,1941-01-01T00:00:00+02:00,,{Actor|Businessperson|Tommy_Kirk__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Businessperson|http://dbpedia.org/resource/Tommy_Kirk__1},['actor'],True,False,
Tommy Rettig,1941-12-10,1941-01-01T00:00:00+02:00,1996-02-15,{Actor|Software engineer|Tommy_Rettig__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Software_engineer|http://dbpedia.org/resource/Tommy_Rettig__1},['actor'],True,False,
Tony Anholt,1941-01-19,1941-01-01T00:00:00+02:00,2002-07-26,{Actor|Tony_Anholt__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Tony_Anholt__1},['actor'],True,False,
Tyronne Fernando,1941-08-08,1941-01-01T00:00:00+02:00,2008-02-26,{Politician|Diplomat},{http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Diplomat},['politician'],False,True,
Senta Berger,1941-05-13,1941-01-01T00:00:00+02:00,,{Actor|Film producer|Senta_Berger__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_producer|http://dbpedia.org/resource/Senta_Berger__1},['actor'],True,False,
Shima Iwashita,1941-01-03,1941-01-01T00:00:00+02:00,,{Actor|Shima_Iwashita__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Shima_Iwashita__1},['actor'],True,False,
Shinji Ogawa,1941-02-19,1941-01-01T00:00:00+02:00,,{Actor|Voice acting in Japan|Shinji_Ogawa__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Voice_acting_in_Japan|http://dbpedia.org/resource/Shinji_Ogawa__1},['actor'],True,False,
Simón Andreu,1941-01-01,1941-01-01T00:00:00+02:00,,{Actor|Sim%C3%B3n_Andreu__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Sim%C3%B3n_Andreu__1},['actor'],True,False,
Simon Ward,1941-10-19,1941-01-01T00:00:00+02:00,2012-07-20,{Actor|Simon_Ward__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Simon_Ward__1},['actor'],True,False,
Sissy Löwinger,1941-06-22,1941-01-01T00:00:00+02:00,2011-09-25,{Actor|Sissy_L%C3%B6winger__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Sissy_L%C3%B6winger__1},['actor'],True,False,
Slobodan Dimitrijević,1941-04-20,1941-01-01T00:00:00+02:00,1999-12-04,{Actor|Slobodan_Dimitrijevi%C4%87__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Slobodan_Dimitrijevi%C4%87__1},['actor'],True,False,
Sonny Landham,1941-02-11,1941-01-01T00:00:00+02:00,,{Actor|Sonny_Landham__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Sonny_Landham__1},['actor'],True,False,
Stacy Keach,1941-06-02,1941-01-01T00:00:00+02:00,,{Actor|Narrative|Stacy_Keach__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Narrative|http://dbpedia.org/resource/Stacy_Keach__1},['actor'],True,False,
Steve Cropper,1941-10-21,1941-01-01T00:00:00+02:00,,{Actor|Musician|Record producer|Songwriter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Record_producer|http://dbpedia.org/resource/Songwriter},"['actor', 'musician', 'songwriter']",True,False,
Hans Wiegel,1941-07-16,1941-01-01T00:00:00+02:00,,{Board of directors|Columnist|Politician|Pundit},{http://dbpedia.org/resource/Board_of_directors|http://dbpedia.org/resource/Columnist|http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Pundit},['politician'],False,True,
Harrison Page,1941-08-27,1941-01-01T00:00:00+02:00,,{Actor|Harrison_Page__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Harrison_Page__1},['actor'],True,False,
Heath Lamberts,1941-12-15,1941-01-01T00:00:00+02:00,2005-02-22,{Actor|Heath_Lamberts__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Heath_Lamberts__1},['actor'],True,False,
Heathcote Williams,1941-11-15,1941-01-01T00:00:00+02:00,,{Actor|Playwright|Poet|Heathcote_Williams__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Playwright|http://dbpedia.org/resource/Poet|http://dbpedia.org/resource/Heathcote_Williams__1},['actor'],True,False,
Kyu Sakamoto,1941-12-10,1941-01-01T00:00:00+02:00,1985-08-12,{Celebrity|Actor|Singing|Songwriter},{http://dbpedia.org/resource/Celebrity|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Songwriter},"['actor', 'sing', 'songwriter']",True,False,
Lars Passgård,1941-02-14,1941-01-01T00:00:00+02:00,2003-03-16,{Actor|Lars_Passg%C3%A5rd__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Lars_Passg%C3%A5rd__1},['actor'],True,False,
Manuel de Blas,1941-04-12,1941-01-01T00:00:00+02:00,,{Actor|Manuel_de_Blas__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Manuel_de_Blas__1},['actor'],True,False,
Mario Trevi,1941-11-02,1941-01-01T00:00:00+02:00,,{Actor|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,
Marita Zobel,1941-06-18,1941-01-01T00:00:00+02:00,,{Actor|Marita_Zobel__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Marita_Zobel__1},['actor'],True,False,
James Joseph Dresnok,1941-01-01T00:00:00+02:00,1941-01-01T00:00:00+02:00,,{Actor|Teacher},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Teacher},['actor'],True,False,
James Mitchum,1941-05-08,1941-01-01T00:00:00+02:00,,{Actor|James_Mitchum__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/James_Mitchum__1},['actor'],True,False,
James P. Hoffa,{1941-05-09|1941-05-19},1941-01-01T00:00:00+02:00,,{Lawyer|James_P._Hoffa__1},{http://dbpedia.org/resource/Lawyer|http://dbpedia.org/resource/James_P._Hoffa__1},['president'],False,True,President of the International Brotherhood of Teamsters
Eduardo Barril,1941-07-07,1941-01-01T00:00:00+02:00,,{Actor|Eduardo_Barril__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Eduardo_Barril__1},['actor'],True,False,
Joe Butler,1941-09-16,1941-01-01T00:00:00+02:00,,{Actor|Musician},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician},"['actor', 'musician']",True,False,
Joe Flaherty,1941-06-21,1941-01-01T00:00:00+02:00,,{Actor|Joe_Flaherty__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Joe_Flaherty__1},['actor'],True,False,
Joel Crothers,1941-01-28,1941-01-01T00:00:00+02:00,1985-11-06,{Actor|Joel_Crothers__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Joel_Crothers__1},['actor'],True,False,
John Bennett Perry,1941-01-04,1941-01-01T00:00:00+02:00,,{Actor|John_Bennett_Perry__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/John_Bennett_Perry__1},['actor'],True,False,
John Davidson (entertainer),1941-12-13,1941-01-01T00:00:00+02:00,,{List of game show hosts|Actor|Singing|John_Davidson_(entertainer)__1},{http://dbpedia.org/resource/List_of_game_show_hosts|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/John_Davidson_(entertainer)__1},"['actor', 'sing']",True,False,
Julia Lockwood,1941-08-23,1941-01-01T00:00:00+02:00,,{Actor|Julia_Lockwood__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Julia_Lockwood__1},['actor'],True,False,
Juliet Harmer,{1941-05-11|1943-05-11},{1941-01-01T00:00:00+02:00|1943-01-01T00:00:00+02:00},,{Artist|Actor|Children's literature|Illustrator|Juliet_Harmer__1},{http://dbpedia.org/resource/Artist|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Children's_literature|http://dbpedia.org/resource/Illustrator|http://dbpedia.org/resource/Juliet_Harmer__1},['actor'],True,False,
Karen Arthur,1941-08-24,1941-01-01T00:00:00+02:00,,{Actor|Film producer|Karen_Arthur__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_producer|http://dbpedia.org/resource/Karen_Arthur__1},['actor'],True,False,
Arun Shourie,1941-11-02,1941-01-01T00:00:00+02:00,,Politician,http://dbpedia.org/resource/Politician,['politician'],False,True,
Bata Kameni,{1941-07-30|1941-07-31},1941-01-01T00:00:00+02:00,,{Stunt performer|Actor|Bata_Kameni__1},{http://dbpedia.org/resource/Stunt_performer|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Bata_Kameni__1},['actor'],True,False,
Ann-Margret,1941-04-28,1941-01-01T00:00:00+02:00,,{Dance|Actor|Singing|Ann-Margret__1},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Ann-Margret__1},"['actor', 'sing']",True,False,
Anneke Wills,1941-10-20,1941-01-01T00:00:00+02:00,,{Actor|Anneke_Wills__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Anneke_Wills__1},['actor'],True,False,
Antoine Duquesne,1941-02-03,1941-01-01T00:00:00+02:00,2010-11-04,{Politician|Antoine_Duquesne__1},{http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Antoine_Duquesne__1},['politician'],False,True,
Art Garfunkel,1941-11-05,1941-01-01T00:00:00+02:00,,{Actor|Musician|Singer-songwriter|Poet},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Singer-songwriter|http://dbpedia.org/resource/Poet},"['actor', 'musician', 'sing', 'songwriter']",True,False,
Onora O'Neill Baroness O'Neill of Bengarve,1941-08-23,1941-01-01T00:00:00+02:00,,{Philosopher|Politician},{http://dbpedia.org/resource/Philosopher|http://dbpedia.org/resource/Politician},['politician'],False,True,
Pasqual Maragall i Mira,1941-01-13,1941-01-01T00:00:00+02:00,,Politician,http://dbpedia.org/resource/Politician,['politician'],False,True,
Rae Desmond Jones,1941-01-01T00:00:00+02:00,1941-01-01T00:00:00+02:00,,{Novelist|Politician|Poet},{http://dbpedia.org/resource/Novelist|http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Poet},['politician'],False,True,
Ramil Rodriguez,1941-08-22,1941-01-01T00:00:00+02:00,2014-04-29,{Actor|Ramil_Rodriguez__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ramil_Rodriguez__1},['actor'],True,False,
Randy Revelle,{1941-04-18|1941-04-26},1941-01-01T00:00:00+02:00,,Politician,http://dbpedia.org/resource/Politician,['politician'],False,True,
Ratko Glavina,1941-12-01,1941-01-01T00:00:00+02:00,,{Actor|Ratko_Glavina__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ratko_Glavina__1},['actor'],True,False,
Raul Roco,1941-10-26,1941-01-01T00:00:00+02:00,2005-08-05,{Lawyer|Politician},{http://dbpedia.org/resource/Lawyer|http://dbpedia.org/resource/Politician},['politician'],False,True,
Raymond Gilmartin,1941-03-06,1941-01-01T00:00:00+02:00,,{President|Harvard Business School|Raymond_Gilmartin__1},{http://dbpedia.org/resource/President|http://dbpedia.org/resource/Harvard_Business_School|http://dbpedia.org/resource/Raymond_Gilmartin__1},['president'],False,True,
Reggie Valarino,1941-06-09,1941-01-01T00:00:00+02:00,2009-03-13,{Medicine|Politician},{http://dbpedia.org/resource/Medicine|http://dbpedia.org/resource/Politician},['politician'],False,True,
Renji Ishibashi,1941-08-09,1941-01-01T00:00:00+02:00,,{Actor|Renji_Ishibashi__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Renji_Ishibashi__1},['actor'],True,False,
Robert Pine,1941-07-10,1941-01-01T00:00:00+02:00,,{Actor|Robert_Pine__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Robert_Pine__1},['actor'],True,False,
Susan Hart,1941-06-02,1941-01-01T00:00:00+02:00,,{Actor|Susan_Hart__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Susan_Hart__1},['actor'],True,False,
Susan Jameson,1941-08-13,1941-01-01T00:00:00+02:00,,{Actor|Susan_Jameson__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Susan_Jameson__1},['actor'],True,False,
Sy Richardson,1941-01-01T00:00:00+02:00,1941-01-01T00:00:00+02:00,,{Actor|Sy_Richardson__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Sy_Richardson__1},['actor'],True,False,
Tadashi Yokouchi,{1941-01-01T00:00:00+02:00|1941-07-01},1941-01-01T00:00:00+02:00,,{Actor|Tadashi_Yokouchi__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Tadashi_Yokouchi__1},['actor'],True,False,
Tae Hyun-sil,1941-11-11,1941-01-01T00:00:00+02:00,,{Actor|Tae_Hyun-sil__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Tae_Hyun-sil__1},['actor'],True,False,
Takuzo Kawatani,1941-07-21,1941-01-01T00:00:00+02:00,1995-12-22,{Actor|Takuzo_Kawatani__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Takuzo_Kawatani__1},['actor'],True,False,
Teri Tordai,{1941-01-01T00:00:00+02:00|1941-12-28},1941-01-01T00:00:00+02:00,,{Television|Actor},{http://dbpedia.org/resource/Television|http://dbpedia.org/resource/Actor},['actor'],True,False,
Evi Marandi,1941-08-07,1941-01-01T00:00:00+02:00,,{Actor|Evi_Marandi__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Evi_Marandi__1},['actor'],True,False,
Darlene Love,1941-07-26,1941-01-01T00:00:00+02:00,,{Actor|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,
David Fox (actor),1941-01-01T00:00:00+02:00,1941-01-01T00:00:00+02:00,,{Actor|David_Fox_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/David_Fox_(actor)__1},['actor'],True,False,
David Gooderson,1941-02-24,1941-01-01T00:00:00+02:00,,{Actor|David_Gooderson__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/David_Gooderson__1},['actor'],True,False,
David Lyon (actor),1941-05-16,1941-01-01T00:00:00+02:00,2013-06-07,David_Lyon_(actor)__1,http://dbpedia.org/resource/David_Lyon_(actor)__1,['actor'],True,False,
David Prowse (politician),1941-03-10,1941-01-01T00:00:00+02:00,,{Electrical engineering|Politician|Naturopathy},{http://dbpedia.org/resource/Electrical_engineering|http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Naturopathy},['politician'],False,True,
David Warbeck,1941-11-17,1941-01-01T00:00:00+02:00,1997-07-23,{Actor|David_Warbeck__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/David_Warbeck__1},['actor'],True,False,
David Warner (actor),1941-07-29,1941-01-01T00:00:00+02:00,,David_Warner_(actor)__1,http://dbpedia.org/resource/David_Warner_(actor)__1,['actor'],True,False,
Deborah Walley,1941-08-12,1941-01-01T00:00:00+02:00,2001-05-10,{Actor|Deborah_Walley__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Deborah_Walley__1},['actor'],True,False,
Gilbert Lewis (actor),1941-04-06,1941-01-01T00:00:00+02:00,,Gilbert_Lewis_(actor)__1,http://dbpedia.org/resource/Gilbert_Lewis_(actor)__1,['actor'],True,False,
Mussum,1941-04-07,1941-01-01T00:00:00+02:00,1994-07-29,{Actor|Musician|Mussum__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Mussum__1},"['actor', 'musician']",True,False,
Na Moon-hee,1941-11-30,1941-01-01T00:00:00+02:00,,{Actor|Na_Moon-hee__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Na_Moon-hee__1},['actor'],True,False,
