rdf-schema#label,birthDate,birthYear,occupation_label,occupation,Occupation_g,Actor,Politician,Athlete,deathDate,deathCause_label,deathCause,Cause_of_Death_cat,title
Jewel (singer),1974-05-23,1974-01-01T00:00:00+02:00,{Guitarist|Actor|Singer-songwriter|Poet},{http://dbpedia.org/resource/Guitarist|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singer-songwriter|http://dbpedia.org/resource/Poet},"['actor', 'sing', 'songwriter']",True,False,False,,,,,
Jim Hillyer (politician),1974-07-08,1974-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Jimmy Marku,1974-08-27,1974-01-01T00:00:00+02:00,{Strongman (strength athlete)|Jimmy_Marku__1},{http://dbpedia.org/resource/Strongman_(strength_athlete)|http://dbpedia.org/resource/Jimmy_Marku__1},['athlete'],False,False,True,,,,,
Joakim Nätterqvist,1974-10-24,1974-01-01T00:00:00+02:00,{Actor|Joakim_N%C3%A4tterqvist__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Joakim_N%C3%A4tterqvist__1},['actor'],True,False,False,,,,,
Joaquín Reyes (actor),{1974-08-16|1974-09-16},1974-01-01T00:00:00+02:00,Joaqu%C3%ADn_Reyes_(actor)__1,http://dbpedia.org/resource/Joaqu%C3%ADn_Reyes_(actor)__1,['actor'],True,False,False,,,,,
Joaquin Phoenix,1974-10-28,1974-01-01T00:00:00+02:00,{Actor|Musician|Activism|Film producer|Music video director|Joaquin_Phoenix__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Activism|http://dbpedia.org/resource/Film_producer|http://dbpedia.org/resource/Music_video_director|http://dbpedia.org/resource/Joaquin_Phoenix__1},"['actor', 'musician']",True,False,False,,,,,
Jodie Dry,1974-01-20,1974-01-01T00:00:00+02:00,{Actor|Jodie_Dry__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Jodie_Dry__1},['actor'],True,False,False,,,,,
Ali Nuhu,1974-03-15,1974-01-01T00:00:00+02:00,{Actor (film)|Ali_Nuhu__1},{http://dbpedia.org/resource/Actor_(film)|http://dbpedia.org/resource/Ali_Nuhu__1},['actor'],True,False,False,,,,,
Andaleeve Rahman,1974-04-20,1974-01-01T00:00:00+02:00,{Lawyer|Politician|Diplomat},{http://dbpedia.org/resource/Lawyer|http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Diplomat},['politician'],False,True,False,,,,,
Andris Keišs,1974-11-26,1974-01-01T00:00:00+02:00,{Actor|Andris_Kei%C5%A1s__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Andris_Kei%C5%A1s__1},['actor'],True,False,False,,,,,
Lee Oakes,1974-01-01T00:00:00+02:00,1974-01-01T00:00:00+02:00,{Actor|Lee_Oakes__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Lee_Oakes__1},['actor'],True,False,False,,,,,
Lee Pil-mo,1974-06-26,1974-01-01T00:00:00+02:00,{Actor|Lee_Pil-mo__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Lee_Pil-mo__1},['actor'],True,False,False,,,,,
Lee Williams (actor),1974-04-03,1974-01-01T00:00:00+02:00,{Actor|Model (profession)|Lee_Williams_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Lee_Williams_(actor)__1},['actor'],True,False,False,,,,,
Lexi Alexander,1974-08-23,1974-01-01T00:00:00+02:00,{Actor|Film director|Screenwriter|Film producer|Lexi_Alexander__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Screenwriter|http://dbpedia.org/resource/Film_producer|http://dbpedia.org/resource/Lexi_Alexander__1},['actor'],True,False,False,,,,,
Li Lei (athlete),1974-10-09,1974-01-01T00:00:00+02:00,,,['athlete'],False,False,True,,,,,
Limmy,1974-10-20,1974-01-01T00:00:00+02:00,{Web developer|Actor|Comedian|Limmy__1},{http://dbpedia.org/resource/Web_developer|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Comedian|http://dbpedia.org/resource/Limmy__1},['actor'],True,False,False,,,,,
Lina Ng,1974-05-06,1974-01-01T00:00:00+02:00,Actor,http://dbpedia.org/resource/Actor,['actor'],True,False,False,,,,,
Lodewijk Asscher,1974-09-27,1974-01-01T00:00:00+02:00,{Jurist|Politician|Professor},{http://dbpedia.org/resource/Jurist|http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Professor},['politician'],False,True,False,,,,,
London Breed,1974-01-01T00:00:00+02:00,1974-01-01T00:00:00+02:00,Politician,http://dbpedia.org/resource/Politician,['politician'],False,True,False,,,,,
Lonyo,1974-02-18,1974-01-01T00:00:00+02:00,{Disc jockey|Actor|Singing},{http://dbpedia.org/resource/Disc_jockey|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,False,,,,,
Lorraine Pilkington,{1974-04-18|1975-01-01T00:00:00+02:00},{1974-01-01T00:00:00+02:00|1975-01-01T00:00:00+02:00},{Actor|Lorraine_Pilkington__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Lorraine_Pilkington__1},['actor'],True,False,False,,,,,
Fairuza Balk,1974-05-21,1974-01-01T00:00:00+02:00,{Actor|Fairuza_Balk__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Fairuza_Balk__1},['actor'],True,False,False,,,,,
Fardeen Khan,1974-03-08,1974-01-01T00:00:00+02:00,{Actor|Fardeen_Khan__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Fardeen_Khan__1},['actor'],True,False,False,,,,,
Farhan Akhtar,1974-01-09,1974-01-01T00:00:00+02:00,{Actor|Film director|Screenwriter|Television presenter|Film producer|Playback singer|Farhan_Akhtar__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Screenwriter|http://dbpedia.org/resource/Television_presenter|http://dbpedia.org/resource/Film_producer|http://dbpedia.org/resource/Playback_singer|http://dbpedia.org/resource/Farhan_Akhtar__1},"['actor', 'sing']",True,False,False,,,,,
Felipe Folgosi,1974-05-18,1974-01-01T00:00:00+02:00,{Actor|Felipe_Folgosi__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Felipe_Folgosi__1},['actor'],True,False,False,,,,,
Fonzworth Bentley,1974-02-13,1974-01-01T00:00:00+02:00,{Rapping|Actor|Record producer|Singing|Television presenter|Fashion design},{http://dbpedia.org/resource/Rapping|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Record_producer|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Television_presenter|http://dbpedia.org/resource/Fashion_design},"['actor', 'sing']",True,False,False,,,,,
Franco Debono,1974-03-09,1974-01-01T00:00:00+02:00,{Lawyer|Politician|Civil service},{http://dbpedia.org/resource/Lawyer|http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Civil_service},['politician'],False,True,False,,,,,
Franka Potente,1974-07-22,1974-01-01T00:00:00+02:00,{Actor|Singing|Franka_Potente__1|Franka_Potente__2},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Franka_Potente__1|http://dbpedia.org/resource/Franka_Potente__2},"['actor', 'sing']",True,False,False,,,,,
Martin Conway (Irish politician),1974-04-08,1974-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Mat Devine,1974-04-16,1974-01-01T00:00:00+02:00,{Author|Actor|Musician|Singer-songwriter},{http://dbpedia.org/resource/Author|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Singer-songwriter},"['actor', 'musician', 'sing', 'songwriter']",True,False,False,,,,,
Matt Berry,1974-05-02,1974-01-01T00:00:00+02:00,{Actor|Musician|Writer|Comedian|Matt_Berry__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Writer|http://dbpedia.org/resource/Comedian|http://dbpedia.org/resource/Matt_Berry__1},"['actor', 'musician']",True,False,False,,,,,
Matt Johnson (actor),1974-01-01T00:00:00+02:00,1974-01-01T00:00:00+02:00,,,['actor'],True,False,False,,,,,
Matthew Rhys,{1974-11-04|1974-11-08},1974-01-01T00:00:00+02:00,{Actor|Matthew_Rhys__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Matthew_Rhys__1},['actor'],True,False,False,,,,,
Maulik Pancholy,1974-01-18,1974-01-01T00:00:00+02:00,{Actor|Maulik_Pancholy__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Maulik_Pancholy__1},['actor'],True,False,False,,,,,
Maurice Greene (athlete),1974-07-23,1974-01-01T00:00:00+02:00,,,['athlete'],False,False,True,,,,,
Maya Mishalska,1974-12-08,1974-01-01T00:00:00+02:00,{Actor|Maya_Mishalska__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Maya_Mishalska__1},['actor'],True,False,False,,,,,
Mehdi Nebbou,1974-01-10,1974-01-01T00:00:00+02:00,{Actor|Mehdi_Nebbou__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Mehdi_Nebbou__1},['actor'],True,False,False,,,,,
Melody Perkins,1974-01-28,1974-01-01T00:00:00+02:00,{Actor|Model (profession)|Melody_Perkins__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Melody_Perkins__1},['actor'],True,False,False,,,,,
Mercedes Molto,1974-02-21,1974-01-01T00:00:00+02:00,{Actor|Mercedes_Molto__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Mercedes_Molto__1},['actor'],True,False,False,,,,,
Meredith Eaton,1974-08-26,1974-01-01T00:00:00+02:00,{Actor|Meredith_Eaton__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Meredith_Eaton__1},['actor'],True,False,False,,,,,
Merila Zarei,1974-04-14,1974-01-01T00:00:00+02:00,{Actor|Merila_Zarei__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Merila_Zarei__1},['actor'],True,False,False,,,,,
Nawazuddin Siddiqui,1974-05-19,1974-01-01T00:00:00+02:00,{Actor|Nawazuddin_Siddiqui__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Nawazuddin_Siddiqui__1},['actor'],True,False,False,,,,,
Nelly,1974-11-02,1974-01-01T00:00:00+02:00,{Rapping|Actor|Singing|Songwriter|Entrepreneurship},{http://dbpedia.org/resource/Rapping|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Songwriter|http://dbpedia.org/resource/Entrepreneurship},"['actor', 'sing', 'songwriter']",True,False,False,,,,,
Nic Romm,1974-01-01T00:00:00+02:00,1974-01-01T00:00:00+02:00,{Actor|Nic_Romm__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Nic_Romm__1},['actor'],True,False,False,,,,,
Nicola Stapleton,1974-08-09,1974-01-01T00:00:00+02:00,{Actor|Nicola_Stapleton__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Nicola_Stapleton__1},['actor'],True,False,False,,,,,
Nicolas Moreau (actor),1974-01-01T00:00:00+02:00,1974-01-01T00:00:00+02:00,,,['actor'],True,False,False,,,,,
Nicole Appleton,1974-12-07,1974-01-01T00:00:00+02:00,{Actor|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,False,,,,,
Nicole Saba,1974-06-26,1974-01-01T00:00:00+02:00,{Actor|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,False,,,,,
Nina Arsenault,1974-01-20,1974-01-01T00:00:00+02:00,{Performing arts|Sex worker|Actor|Nina_Arsenault__1},{http://dbpedia.org/resource/Performing_arts|http://dbpedia.org/resource/Sex_worker|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Nina_Arsenault__1},['actor'],True,False,False,,,,,
Noah Danby,1974-04-24,1974-01-01T00:00:00+02:00,{Actor|Noah_Danby__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Noah_Danby__1},['actor'],True,False,False,,,,,
Nusura Tiperu,1974-10-21,1974-01-01T00:00:00+02:00,{Politician|Nusura_Tiperu__1},{http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Nusura_Tiperu__1},['politician'],False,True,False,,,,,Member EALA
Hilary Swank,1974-07-30,1974-01-01T00:00:00+02:00,{Actor|Hilary_Swank__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Hilary_Swank__1},['actor'],True,False,False,,,,,
Hiten Tejwani,1974-03-05,1974-01-01T00:00:00+02:00,{Actor|Model (profession)|Hiten_Tejwani__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Hiten_Tejwani__1},['actor'],True,False,False,,,,,
Ian Fried (actor),{1974-01-01T00:00:00+02:00|1974-12-17},1974-01-01T00:00:00+02:00,{Actor|Ian_Fried_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ian_Fried_(actor)__1},['actor'],True,False,False,,,,,
Igor Werner,1974-03-22,1974-01-01T00:00:00+02:00,{Strongman (strength athlete)|Igor_Werner__1},{http://dbpedia.org/resource/Strongman_(strength_athlete)|http://dbpedia.org/resource/Igor_Werner__1},['athlete'],False,False,True,,,,,
Illich Guardiola,1974-07-05,1974-01-01T00:00:00+02:00,{Actor|Voice acting|Illich_Guardiola__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Voice_acting|http://dbpedia.org/resource/Illich_Guardiola__1},['actor'],True,False,False,,,,,
Indraneil Sengupta,{1974-01-01T00:00:00+02:00|1974-09-08},1974-01-01T00:00:00+02:00,{Actor|Model (profession)|Indraneil_Sengupta__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Indraneil_Sengupta__1},['actor'],True,False,False,,,,,
Charlie McWade,1974-01-02,1974-01-01T00:00:00+02:00,{Actor|Charlie_McWade__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Charlie_McWade__1},['actor'],True,False,False,,,,,
Charlie Young (actress),1974-05-23,1974-01-01T00:00:00+02:00,{Actor|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,False,,,,,
China Chow,1974-01-01T00:00:00+02:00,1974-01-01T00:00:00+02:00,{Actor|Model (profession)|China_Chow__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/China_Chow__1},['actor'],True,False,False,,,,,
Christine Adams (athlete),1974-02-28,1974-01-01T00:00:00+02:00,,,['athlete'],False,False,True,,,,,
Christopher Fox (actor),1974-06-23,1974-01-01T00:00:00+02:00,,,['actor'],True,False,False,,,,,
Christopher Holden,{1974-12-26|1977-12-26},{1974-01-01T00:00:00+02:00|1977-01-01T00:00:00+02:00},{Assistant director|Actor|Christopher_Holden__1},{http://dbpedia.org/resource/Assistant_director|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Christopher_Holden__1},['actor'],True,False,False,,,,,
Christopher Orr (actor),1974-04-23,1974-01-01T00:00:00+02:00,,,['actor'],True,False,False,,,,,
Claire Rankin,{1974-01-23|1975-01-23},{1974-01-01T00:00:00+02:00|1975-01-01T00:00:00+02:00},{Actor|Claire_Rankin__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Claire_Rankin__1},['actor'],True,False,False,,,,,
Claudia Conserva,1974-01-12,1974-01-01T00:00:00+02:00,{Actor|Television presenter|Claudia_Conserva__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Television_presenter|http://dbpedia.org/resource/Claudia_Conserva__1},['actor'],True,False,False,,,,,
Claudia Pandolfi,1974-11-17,1974-01-01T00:00:00+02:00,{Actor|Claudia_Pandolfi__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Claudia_Pandolfi__1},['actor'],True,False,False,,,,,
Claus Jørgensen (athlete),1974-03-15,1974-01-01T00:00:00+02:00,,,['athlete'],False,False,True,,,,,
Sabine Singh,1974-08-04,1974-01-01T00:00:00+02:00,{Actor|Sabine_Singh__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Sabine_Singh__1},"['actor', 'sing']",True,False,False,,,,,
Sabrina Setlur,1974-01-10,1974-01-01T00:00:00+02:00,{Rapping|Actor|Songwriter},{http://dbpedia.org/resource/Rapping|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Songwriter},"['actor', 'songwriter']",True,False,False,,,,,
Sam Derakhshani,1974-04-22,1974-01-01T00:00:00+02:00,{Actor|Sam_Derakhshani__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Sam_Derakhshani__1},['actor'],True,False,False,,,,,
Sarah Roberts (Michigan politician),1974-12-09,1974-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Sathyan (Tamil actor),{1974-06-11|1975-06-11},{1974-01-01T00:00:00+02:00|1975-01-01T00:00:00+02:00},Sathyan_(Tamil_actor)__1,http://dbpedia.org/resource/Sathyan_(Tamil_actor)__1,['actor'],True,False,False,,,,,
Scarlet Ortiz,1974-03-12,1974-01-01T00:00:00+02:00,{Actor|Model (profession)|Scarlet_Ortiz__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Scarlet_Ortiz__1},['actor'],True,False,False,,,,,
Scott Anderson (athlete),1974-01-30,,,,['athlete'],False,False,True,,,,,
Scott Andrews (politician),1974-12-28,1974-01-01T00:00:00+02:00,Civil service,http://dbpedia.org/resource/Civil_service,['politician'],False,True,False,,,,,
Scott Wright (actor),1974-10-02,1974-01-01T00:00:00+02:00,{Disc jockey|Presenter|Actor_singer|Scott_Wright_(actor)__1},"{http://dbpedia.org/resource/Disc_jockey|http://dbpedia.org/resource/Presenter|http://dbpedia.org/resource/Actor,_singer|http://dbpedia.org/resource/Scott_Wright_(actor)__1}","['actor', 'sing']",True,False,False,,,,,
Aaron Blabey,1974-01-01T00:00:00+02:00,1974-01-01T00:00:00+02:00,{Artist|Actor|Children's literature|Designer|Illustrator|Aaron_Blabey__1},{http://dbpedia.org/resource/Artist|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Children's_literature|http://dbpedia.org/resource/Designer|http://dbpedia.org/resource/Illustrator|http://dbpedia.org/resource/Aaron_Blabey__1},['actor'],True,False,False,,,,,
Adam Kaufman (actor),1974-01-01T00:00:00+02:00,1974-01-01T00:00:00+02:00,Adam_Kaufman_(actor)__1,http://dbpedia.org/resource/Adam_Kaufman_(actor)__1,['actor'],True,False,False,,,,,
Adam Richman (actor),1974-05-16,1974-01-01T00:00:00+02:00,{Actor|Television presenter|Adam_Richman_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Television_presenter|http://dbpedia.org/resource/Adam_Richman_(actor)__1},['actor'],True,False,False,,,,,
Adir Miller,{1974-06-16|1974-07-16},1974-01-01T00:00:00+02:00,{Actor|Comedian|Adir_Miller__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Comedian|http://dbpedia.org/resource/Adir_Miller__1},['actor'],True,False,False,,,,,
Adithya (actor),1974-04-06,1974-01-01T00:00:00+02:00,Adithya_(actor)__1,http://dbpedia.org/resource/Adithya_(actor)__1,['actor'],True,False,False,,,,,
Aditi Gowitrikar,{1974-05-21|1976-05-21},{1974-01-01T00:00:00+02:00|1976-01-01T00:00:00+02:00},{Actor|Model (profession)|Aditi_Gowitrikar__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Aditi_Gowitrikar__1},['actor'],True,False,False,,,,,
Canibus,1974-12-09,1974-01-01T00:00:00+02:00,{Rapping|Actor},{http://dbpedia.org/resource/Rapping|http://dbpedia.org/resource/Actor},['actor'],True,False,False,,,,,
Carl Steven,1974-11-04,1974-01-01T00:00:00+02:00,{Child actor|Carl_Steven__1},{http://dbpedia.org/resource/Child_actor|http://dbpedia.org/resource/Carl_Steven__1},['actor'],True,False,False,2011-07-31,Heroin,http://dbpedia.org/resource/Heroin,,
Carmit Bachar,1974-09-04,1974-01-01T00:00:00+02:00,{Dance|Actor|Model (profession)|Singing|Showgirl},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Showgirl},"['actor', 'sing']",True,False,False,,,,,
CeeLo Green,{1974-05-30|1975-05-30},1974-01-01T00:00:00+02:00,{Rapping|Television|Actor|Record producer|Singer-songwriter},{http://dbpedia.org/resource/Rapping|http://dbpedia.org/resource/Television|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Record_producer|http://dbpedia.org/resource/Singer-songwriter},"['actor', 'sing', 'songwriter']",True,False,False,,,,,
Chad Allen (actor),1974-06-05,1974-01-01T00:00:00+02:00,{Actor|Chad_Allen_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Chad_Allen_(actor)__1},['actor'],True,False,False,,,,,
Chad Smith (athlete),1974-01-09,1974-01-01T00:00:00+02:00,,,['athlete'],False,False,True,,,,,
Chaiya Mitchai,1974-04-05,1974-01-01T00:00:00+02:00,{Actor|Singing|Likay},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Likay},"['actor', 'sing']",True,False,False,,,,,
Chanchal Chowdhury,{1974-06-01|1975-06-01},{1974-01-01T00:00:00+02:00|1975-01-01T00:00:00+02:00},{Actor|Model (profession)|Chanchal_Chowdhury__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Chanchal_Chowdhury__1},['actor'],True,False,False,,,,,
